review,label
"['phil', 'alien', 'one', 'quirki', 'film', 'humour', 'base', 'around', 'odd', 'everyth', 'rather', 'actual', 'punchlin', 'first', 'odd', 'pretti', 'funni', 'movi', 'progress', 'find', 'joke', 'odd', 'funni', 'anymor', 'low', 'budget', 'film', 'that', 'never', 'problem', 'pretti', 'interest', 'charact', 'eventu', 'lost', 'interest', 'imagin', 'film', 'would', 'appeal', 'stoner', 'current', 'partak', 'someth', 'similar', 'better', 'tri', 'brother', 'anoth', 'planet']",negative
"['saw', 'movi', '12', 'came', 'recal', 'scariest', 'scene', 'big', 'bird', 'eat', 'men', 'dangl', 'helplessli', 'parachut', 'right', 'air', 'horror', 'horror', 'young', 'kid', 'go', 'cheesi', 'b', 'film', 'saturday', 'afternoon', 'still', 'tire', 'formula', 'monster', 'type', 'movi', 'usual', 'includ', 'hero', 'beauti', 'woman', 'might', 'daughter', 'professor', 'happi', 'resolut', 'monster', 'die', 'end', 'care', 'much', 'romant', 'angl', '12', 'year', 'old', 'predict', 'plot', 'love', 'unintent', 'humor', 'year', 'later', 'saw', 'psycho', 'came', 'love', 'star', 'janet', 'leigh', 'bump', 'earli', 'film', 'sat', 'took', 'notic', 'point', 'sinc', 'screenwrit', 'make', 'stori', 'make', 'scari', 'possibl', 'wellworn', 'formula', 'rule']",negative
"['im', 'big', 'fan', 'boll', 's', 'work', 'mani', 'enjoy', 'movi', 'postal', 'mayb', 'im', 'one', 'boll', 'appar', 'bought', 'right', 'use', 'far', 'cri', 'long', 'ago', 'even', 'game', 'even', 'finsish', 'peopl', 'enjoy', 'kill', 'merc', 'infiltr', 'secret', 'research', 'lab', 'locat', 'tropic', 'island', 'warn', 'far', 'cri', 'someth', 'mr', 'boll', 'scheme', 'togeth', 'along', 'legion', 'schmuck', 'feel', 'loneley', 'set', 'mr', 'boll', 'invit', 'three', 'countrymen', 'play', 'player', 'go', 'name', 'til', 'schweiger', 'udo', 'kier', 'ralf', 'moeller', 'three', 'name', 'actual', 'made', 'self', 'pretti', 'big', 'movi', 'biz', 'tale', 'goe', 'like', 'jack', 'carver', 'play', 'til', 'schweiger', 'ye', 'carver', 'german', 'hail', 'bratwurst', 'eat', 'dude', 'howev', 'find', 'til', 'act', 'movi', 'pretti', 'badass', 'peopl', 'complain', 's', 'realli', 'stay', 'true', 'whole', 'carver', 'agenda', 'saw', 'carver', 'first', 'person', 'perspect', 'realli', 'know', 'look', 'like', 'kick', 'howev', 'storylin', 'film', 'beyond', 'dement', 'see', 'evil', 'mad', 'scientist', 'dr', 'krieger', 'play', 'udo', 'kier', 'make', 'geneticallymutatedsoldi', 'gm', 'call', 'perform', 'topsecret', 'research', 'island', 'remind', 'spoiler', 'vancouv', 'reason', 'that', 'right', 'palm', 'tree', 'instead', 'got', 'nice', 'rich', 'lumberjackwood', 'even', 'gone', 'far', 'start', 'cri', 'meheh', 'go', 'wan', 'na', 'stay', 'true', 'boll', 'shenanigan', 'go', 'see', 'movi', 'disappoint', 'deliv', 'true', 'boll', 'experi', 'mean', 'suck', 'thing', 'worth', 'mention', 'would', 'impli', 'boll', 'good', 'work', 'area', 'film', 'nice', 'boat', 'fight', 'scene', 'whole', 'cromedalbino', 'gm', 'squad', 'enter', 'scene', 'everyth', 'make', 'laugh', 'movi', 'far', 'cri', 'reek', 'scheiss', 's', 'poop', 'simpleton', 'fa', 'r', 'wan', 'na', 'take', 'wiff', 'go', 'ahead', 'btw', 'carver', 'get', 'annoy', 'sidekick', 'make', 'wan', 'na', 'shoot', 'first', 'three', 'minut', 's', 'screen']",negative
"['cast', 'play', 'shakespear', 'shakespear', 'lost', 'appreci', 'tri', 'bring', 'shakespear', 'mass', 'ruin', 'someth', 'good', 'the', 'scottish', 'play', 'favorit', 'shakespear', 'know', 'know', 'certain', 'rev', 'bowdler', 'henc', 'bowdler', 'tri', 'someth', 'similar', 'victorian', 'era', 'word', 'improv', 'perfect', 'write', 'write', 'least', 'ten', 'line', 'text', 'english', 'composit', 'never', 'fort', 'keep', 'go', 'say', 'movi', 'say', 'goe', 'cut']",negative
"['fantast', 'movi', 'three', 'prison', 'becom', 'famou', 'one', 'actor', 'georg', 'clooney', 'm', 'fan', 'roll', 'bad', 'anoth', 'good', 'thing', 'movi', 'soundtrack', 'man', 'constant', 'sorrow', 'recommand', 'movi', 'everybodi', 'greet', 'bart']",positive
"['kind', 'drawn', 'erot', 'scene', 'realiz', 'one', 'amateurish', 'unbeliev', 'bit', 'film', 've', 'ever', 'seen', 'sort', 'like', 'high', 'school', 'film', 'project', 'rosanna', 'arquett', 'think', 'stock', 'charact', 'bizarr', 'suppos', 'midwest', 'town', 'pretti', 'hard', 'get', 'involv', 'one', 'lesson', 'learn', 'brilliant', 'insight', 'stilt', 'quit', 'ridicul', 'lot', 'skin', 'intrigu', 'videotap', 'nonsens', 'bisexu', 'relationship', 'nowher', 'heterosexu', 'encount', 'absurd', 'danc', 'everybodi', 'play', 'stereotyp', 'role', 'give', 'one', 'pass', 's', 'like', 'million', 'mile', 'bad', 'wast', 'film', 'money', 'could', 'spent', 'starv', 'children', 'aid', 'africa']",negative
"['film', 'simpli', 'remad', 'one', 'bad', 'film', 'fail', 'captur', 'flavor', 'terror', '1963', 'film', 'titl', 'liam', 'neeson', 'excel', 'alway', 'cast', 'hold', 'except', 'owen', 'wilson', 'bring', 'right', 'feel', 'charact', 'luke', 'major', 'fault', 'version', 'stray', 'far', 'shirley', 'jackson', 'stori', 's', 'attempt', 'grandios', 'lost', 'thrill', 'earlier', 'film', 'trade', 'snazzier', 'special', 'effect', 'say', 'bad', 'film', 'enjoy', 'friction', 'terror', 'older', 'version', 'much']",positive
"['movi', 'made', 'one', 'top', '10', 'aw', 'movi', 'horribl', 'continu', 'minut', 'fight', 'one', 'monster', 'anoth', 'chanc', 'charact', 'develop', 'busi', 'run', 'one', 'sword', 'fight', 'anoth', 'emot', 'attach', 'except', 'big', 'bad', 'machin', 'want', 'destroy', 'scene', 'blatantli', 'stolen', 'movi', 'lotr', 'star', 'war', 'matrix', 'exampl', 'ghost', 'scene', 'end', 'stolen', 'final', 'scene', 'old', 'star', 'war', 'yoda', 'obe', 'one', 'vader', 'spider', 'machin', 'begin', 'exactli', 'like', 'frodo', 'attack', 'spider', 'return', 'king', 'elijah', 'wood', 'victim', 'film', 'wait', 'hypnot', 'sting', 'victim', 'wrap', 'uh', 'hello', 'whole', 'machin', 'vs', 'human', 'theme', 'matrix', 'termin', 'exampl', 'wast', 'time', 'someon', 'tell', 'nazi', 's', 'nazi', 's', 'juvenil', 'stori', 'line', 'rush', 'juvenil', 'conclus', 'movi', 'could', 'decid', 'children', 's', 'movi', 'adult', 'movi', 'much', 'either', 'aw', 'real', 'disappoint', 'say', 'least', 'save', 'money']",negative
"['rememb', 'film', 'first', 'film', 'watch', 'cinema', 'pictur', 'dark', 'place', 'nervou', 'back', '7475', 'dad', 'took', 'brother', 'sister', 'newburi', 'cinema', 'newburi', 'berkshir', 'england', 'recal', 'tiger', 'lot', 'snow', 'film', 'also', 'appear', 'grizzli', 'adam', 'actor', 'dan', 'haggeri', 'think', 'one', 'tiger', 'get', 'shot', 'die', 'anyon', 'know', 'find', 'dvd', 'etc', 'pleas', 'let', 'knowth', 'cinema', 'turn', 'fit', 'club', 'big', 'shame', 'nearest', 'cinema', '20', 'mile', 'away', 'would', 'love', 'hear', 'other', 'seen', 'film', 'like']",positive
"['aw', 'film', 'must', 'real', 'stinker', 'nomin', 'golden', 'globe', 've', 'taken', 'stori', 'first', 'famou', 'femal', 'renaiss', 'painter', 'mangl', 'beyond', 'recognit', 'complaint', 've', 'taken', 'liberti', 'fact', 'stori', 'good', 'would', 'perfectli', 'fine', 's', 'simpli', 'bizarr', 'account', 'true', 'stori', 'artist', 'would', 'made', 'far', 'better', 'film', 'come', 'dishwaterdul', 'script', 'suppos', 'enough', 'nake', 'peopl', 'factual', 'version', 's', 'hurriedli', 'cap', 'end', 'summari', 'artist', 's', 'life', 'could', 'save', 'coupl', 'hour', 'd', 'favor', 'rest', 'film', 'breviti']",negative
"['success', 'die', 'hard', 's', 'sequel', 's', 'surpris', 'realli', '1990', 'glut', 'die', 'hard', 'movi', 'cash', 'wrong', 'guy', 'wrong', 'place', 'wrong', 'time', 'concept', 'cliffhang', 'die', 'hard', 'mountain', 'time', 'rescu', 'sli', 'stop', 'mom', 'shoot', 'stallon', 's', 'career', 'cliffhang', 'one', 'big', 'nitpick', 'dream', 'especi', 'expert', 'mountain', 'climb', 'basejump', 'aviat', 'facial', 'express', 'act', 'skill', 's', 'full', 'excus', 'dismiss', 'film', 'one', 'overblown', 'pile', 'junk', 'stallon', 'even', 'manag', 'get', 'outact', 'hors', 'howev', 'forget', 'nonsens', 's', 'actual', 'lovabl', 'undeni', 'entertain', 'romp', 'deliv', 'plenti', 'thrill', 'unintent', 'plenti', 'laugh', 've', 'got', 'love', 'john', 'lithgow', 'sneeri', 'evil', 'tick', 'everi', 'box', 'band', 'baddi', 'best', 'perman', 'harass', 'hapless', 'turncoat', 'agent', 'rex', 'linn', 'traver', 'may', 'henri', 'portrait', 'serial', 'killer', 'michael', 'rooker', 'noteworthi', 'cringeworthi', 'perform', 'hal', 'insist', 'constantli', 'shriek', 'pain', 'disbelief', 'captor', 'that', 'man', 'never', 'hurt', 'anybodi', 'whilst', 'sure', 'ca', 'realli', 'look', 'like', 'ralph', 'wait', 's', 'frank', 'charact', 'grin', 'girl', 'plummet', 'death', 'mention', 'must', 'go', 'former', 'london', 's', 'burn', 'actor', 'craig', 'fairbrass', 'brit', 'bad', 'guy', 'come', 'cropper', 'whilst', 'use', 'hal', 'human', 'footbal', 'ye', 'ca', 'help', 'enjoy', 'bit', 'hal', 'need', 'good', 'kick', 'forget', 'better', 'judgement', 'care', 'that', 'could', 'never', 'happen', 'lower', 'act', 'expect', 'turn', 'volum', 'enjoy', 're', 'look', 'qaulen', 's', 'one', 'wear', 'helicopt']",positive
"['terribl', 'misfortun', 'view', 'bmovi', 's', 'entireti', 'say', 'save', 'time', 'money', 'got', 'worst', 'bmovi', 'time', 'even', 'call', 'bmovi', 'like', 'fmovi', 'fail', 'aspect', 'make', 'good', 'movi', 'stori', 'interest', 'actor', 'paperthin', 'believ', 'bad', 'direct', 'action', 'sequenc', 'fake', 's', 'almost', 'funni', 'almost', 'movi', 'pack', 'full', 'crappi', 'onelin', 'respect', 'person', 'could', 'find', 'amus', 'least', 'littl', 'bit', 'movi', 'suppos', 'gear', 'toward', 'men', 'women', 'utterli', 'unattract', 'especi', 'old', 'wrinkl', 'thing', 'come', 'toward', 'end', 'tri', 'appear', 'sexi', 'weird', 'horribl', 'costum', 'fail', 'miser', 'even', 'ridicul', 'bmovi', 'still', 'give', 'laugh', 'pain', 'watch']",negative
"['absolut', 'stun', 'movi', '25', 'hr', 'kill', 'watch', 'wo', 'regret', 's', 'much', 'fun', 'rajnikanth', 'carri', 'movi', 'shoulder', 'although', 'anyth', 'still', 'like', 'music', 'arrehman', 'take', 'time', 'grow', 'heard', 'time', 'realli', 'start', 'like']",positive
"['first', 'let', 's', 'get', 'thing', 'straight', 'anim', 'fan', 'alway', 'matter', 'fact', 'use', 'watch', 'speed', 'racer', 'time', 'preschool', 'b', 'like', 'sever', 'bmovi', 're', 'hilari', 'c', 'like', 'godzilla', 'movi', 'lot', 'move', 'movi', 'first', 'come', 'seem', 'like', 's', 'go', 'usual', 'bmovi', 'crappi', 'fx', 'sudden', 'boom', 'anim', 'come', 'movi', 'goe', 'wwwaaaaayyyyy', 'downhil', 'anim', 'bad', 'cheap', 'even', 'wors', 'rememb', 'speed', 'racer', 'crissak', 'fact', 's', 'cheap', 'one', 'scene', 'movi', 'vividli', 'rememb', 'bunch', 'kid', 'run', 'school', 's', 'kid', 'fx', 'terribl', 'dinosaur', 'look', 'wors', 'godzilla', 'addit', 'transit', 'live', 'action', 'anim', 'unorgan', 'dialogu', 'voic', 'especi', 'english', 'dub', 'view', 'horrid', 'beg', 'dad', 'take', 'tape', 'dvd', 'vh', 'player', 'thing', 'kept', 'surviv', 'crack', 'joke', 'comment', 'like', 'robot', 'joelmik', 'mst3k', 'pick', 'season', 'honestli', 'way', 'bare', 'enjoy', 'movi', 'surviv', 'time', 'heck', 'm', 'plan', 'show', 'anoth', 'fellow', 'otaku', 'pal', 'mine', 'halloween', 'bmovi', 'night', 's', 'stupid', 'pretti', 'pain', 'watch', 'unintent', 'hilari', 'time', 'm', 'give', 'movi', '310', 'improv', '0510', 'origin', 'go', 'give', 'it', 'accord', 'grade', 'scale', '310', 'mean', 'pretti', 'much', 'bore', 'bad', 'fun', 'count', 'three', 'unless', 'find', 'way', 'make', 'fun', 'becom', 'fun', 'count', '15']",negative
"['worst', 'movi', 'saw', 'worldfest', 'also', 'receiv', 'least', 'amount', 'applaus', 'afterward', 'think', 'receiv', 'recognit', 'base', 'amount', 'known', 'actor', 'film', 's', 'great', 'see', 'jbeal', 's', 'movi', 'minut', 'mparker', 'much', 'better', 'actress', 'part', 'allow', 'rest', 'act', 'hard', 'judg', 'movi', 'ridicul', 'predict', 'main', 'charact', 'total', 'unsympathet', 'therefor', 'bore', 'watch', 'real', 'emot', 'depth', 'stori', 'movi', 'revolv', 'actor', 'ca', 'get', 'work', 'feel', 'origin', 'develop', 'cop', 'feel', 'like', 'one', 'mani', 'straighttovideo', 'movi', 'saw', 'back', '90', 'even', 'good', 'one', 'standard']",negative
"['karen', 'carpent', 'stori', 'show', 'littl', 'singer', 'karen', 'carpent', 's', 'complex', 'life', 'though', 'fail', 'give', 'accur', 'fact', 'detail', 'cynthia', 'gibb', 'portray', 'karen', 'fine', 'elect', 'good', 'actress', 'play', 'naiv', 'sort', 'dumb', 'karen', 'carpent', 'think', 'role', 'need', 'stronger', 'charact', 'someon', 'stronger', 'person', 'louis', 'fletcher', 'role', 'agn', 'carpent', 'terrif', 'great', 'job', 'karen', 's', 'mother', 'great', 'song', 'could', 'includ', 'soundtrack', 'album', 'unfortun', 'though', 'movi', 'top', 'rate', 'usa', 'sever', 'countri']",positive
"['cell', 'exot', 'masterpiec', 'dizzi', 'trip', 'vast', 'mind', 'serial', 'killer', 'also', 'one', 'talent', 'director', 'conclus', 'evid', 'achiev', 'human', 'be', 'unleash', 'uninhibit', 'imagin', 'bold', 'work', 'push', 'asid', 'thought', 'fall', 'formula', 'clich', 'creat', 'someth', 'truli', 'magnific', 'best', 'movi', 'year', 'date', 've', 'read', 'numer', 'complaint', 'film', 'anywher', 'style', 'substanc', 'poorli', 'cast', 'charact', 'bad', 'act', 'neg', 'critic', 'film', 'miss', 'point', 'movi', 'may', 'landmark', 'tradit', 'futur', 'movi', 'hope', 'follow', 'cell', 'open', 'door', 'anoth', 'world', 'imagin', 'slam', 'door', 'face', 'tell', 'director', 'tarsem', 'singh', 'want', 'person', 'would', 'welcom', 'anoth', 'movi', 'tarsem', 'would', 'love', 'see', 'someon', 'tri', 'challeng', 'him', 've', 'heard', 'talk', 'go', 'insid', 'mind', 'serial', 'killer', 'ye', 'agre', 'genr', 'bit', 'overwork', '90', 'full', 'movi', 'tri', 'depict', 'make', 'serial', 'killer', 'tick', 'work', 'fail', 'cell', 'blaze', 'trail', 'given', 'new', 'twist', 'physic', 'transport', 'mind', 'present', 'noth', 'less', 'fascin', 'journey', 'mysteri', 'subject', 'matter', 'ever', 'studi', 'like', 'movi', 'bog', 'us', 'much', 'scientif', 'jargon', 'tri', 'explain', 'jennif', 'lopez', 'actual', 'get', 'enter', 'brain', 'anoth', 'instead', 'lie', 'laboratori', 'tabl', 'wrap', 'look', 'like', 'realli', 'long', 'twizzler', 'jaunt', 'anoth', 'entiti', 'cell', 'want', 'let', 'see', 's', 's', 'guess', 's', 'peopl', 'like', 'true', 'like', 'explan', 'movi', 'movi', 'ventur', 'onto', 'new', 'ground', 'must', 'let', 'desir', 'simpli', 'take', 'in', 'notic', 'film', 'dark', 'show', 'realiti', 'mayb', 'contrast', 'bright', 'visual', 'insid', 'brain', 'anoth', 'nonetheless', 'set', 'design', 'simpli', 'astonish', 'would', 'surpris', 'film', 'took', 'home', 'oscar', 'cinematographi', 'best', 'costum', 'best', 'director', 'like', 'd', 'least', 'get', 'nomin', 'best', 'pictur', 've', 'notic', 've', 'kind', 'repeat', 's', 'noth', 'els', 'say', 'ca', 'stress', 'enough', 'fantast', 'thought', 'cell', 'walk', 'movi', 'open', 'mind', 'taken', 'wonder', 'eyepop', 'feast', 'assur', 'good', 'time', 'guess', 'film', 'littl', 'much', 'peopl', 'write', 'weird', 'crazi', 'much', 'psycholog', 'imagin', 'human', 'mind', 'right', 'alley', 'leav', 'theater', 'heard', 'one', 'audienc', 'member', 'say', 'whoever', 'made', 'movi', 'sure', 'lot', 'good', 'drug', 'want', 'smoke', '4']",positive
"['film', 'tri', 'mani', 'thing', 'sting', 'polit', 'satir', 'hollywood', 'blockbust', 'sappi', 'romant', 'comedi', 'famili', 'valu', 'promo', 'list', 'goe', 'fail', 'miser', 'enough', 'interest', 'keep', 'turn', 'end', 'although', 'appreci', 'spirit', 'behind', 'war', 'inc', 'depress', 'see', 'clumsi', 'effort', 'especi', 'taken', 'target', 'reflect', 'lack', 'exist', 'seriou', 'critiqu', 'rather', 'simpli', 'poor', 'write', 'direct', 'product', 'particular', 'film', 'critiqu', 'made', 'corporat', 'war', 'poke', 'fun', 'way', 'diminish', 'true', 'atroc', 'happen', 'remind', 'bit', 'three', 'king', 'similarli', 'trivial', 'genuin', 'caus', 'concern']",negative
"['movi', 'frustrat', 'everyth', 'seem', 'energet', 'total', 'prepar', 'good', 'time', 'least', 'thought', 'd', 'abl', 'stand', 'wrong', 'first', 'weird', 'loop', 'like', 'watch', 'america', 's', 'funniest', 'home', 'video', 'damn', 'parent', 'hate', 'much', 'stereotyp', 'latino', 'famili', 'need', 'speak', 'person', 'respons', 'need', 'talk', 'littl', 'girl', 'alway', 'hang', 'someon', 'hate', 'mention', 'final', 'scene', 'transcend', 'must', 'say', 's', 'glorious', 'bad', 'full', 'bad', 'movi', 'crappi', 'danc', 'horribl', 'beauti']",negative
