review,label
"['phil', 'alien', 'one', 'quirky', 'films', 'humour', 'based', 'around', 'oddness', 'everything', 'rather', 'actual', 'punchlines', 'first', 'odd', 'pretty', 'funny', 'movie', 'progressed', 'find', 'jokes', 'oddness', 'funny', 'anymore', 'low', 'budget', 'film', 'thats', 'never', 'problem', 'pretty', 'interesting', 'characters', 'eventually', 'lost', 'interest', 'imagine', 'film', 'would', 'appeal', 'stoner', 'currently', 'partaking', 'something', 'similar', 'better', 'try', 'brother', 'another', 'planet']",negative
"['saw', 'movie', '12', 'came', 'recall', 'scariest', 'scene', 'big', 'bird', 'eating', 'men', 'dangling', 'helplessly', 'parachutes', 'right', 'air', 'horror', 'horror', 'young', 'kid', 'going', 'cheesy', 'b', 'films', 'saturday', 'afternoons', 'still', 'tired', 'formula', 'monster', 'type', 'movies', 'usually', 'included', 'hero', 'beautiful', 'woman', 'might', 'daughter', 'professor', 'happy', 'resolution', 'monster', 'died', 'end', 'care', 'much', 'romantic', 'angle', '12', 'year', 'old', 'predictable', 'plots', 'love', 'unintentional', 'humor', 'year', 'later', 'saw', 'psycho', 'came', 'loved', 'star', 'janet', 'leigh', 'bumped', 'early', 'film', 'sat', 'took', 'notice', 'point', 'since', 'screenwriters', 'making', 'story', 'make', 'scary', 'possible', 'wellworn', 'formula', 'rules']",negative
"['im', 'big', 'fan', 'boll', 's', 'work', 'many', 'enjoyed', 'movie', 'postal', 'maybe', 'im', 'one', 'boll', 'apparently', 'bought', 'rights', 'use', 'far', 'cry', 'long', 'ago', 'even', 'game', 'even', 'finsished', 'people', 'enjoyed', 'killing', 'mercs', 'infiltrating', 'secret', 'research', 'labs', 'located', 'tropical', 'island', 'warned', 'far', 'cry', 'something', 'mr', 'boll', 'schemed', 'together', 'along', 'legion', 'schmucks', 'feeling', 'loneley', 'set', 'mr', 'boll', 'invites', 'three', 'countrymen', 'play', 'players', 'go', 'names', 'til', 'schweiger', 'udo', 'kier', 'ralf', 'moeller', 'three', 'names', 'actually', 'made', 'selfs', 'pretty', 'big', 'movie', 'biz', 'tale', 'goes', 'like', 'jack', 'carver', 'played', 'til', 'schweiger', 'yes', 'carver', 'german', 'hail', 'bratwurst', 'eating', 'dudes', 'however', 'find', 'tils', 'acting', 'movie', 'pretty', 'badass', 'people', 'complained', 's', 'really', 'staying', 'true', 'whole', 'carver', 'agenda', 'saw', 'carver', 'first', 'person', 'perspective', 'really', 'know', 'looked', 'like', 'kicking', 'however', 'storyline', 'film', 'beyond', 'demented', 'see', 'evil', 'mad', 'scientist', 'dr', 'krieger', 'played', 'udo', 'kier', 'making', 'geneticallymutatedsoldiers', 'gms', 'called', 'performing', 'topsecret', 'research', 'island', 'reminds', 'spoiler', 'vancouver', 'reason', 'thats', 'right', 'palm', 'trees', 'instead', 'got', 'nice', 'rich', 'lumberjackwoods', 'even', 'gone', 'far', 'started', 'cry', 'mehehe', 'go', 'wan', 'na', 'stay', 'true', 'bolls', 'shenanigans', 'go', 'see', 'movie', 'disappointed', 'delivers', 'true', 'boll', 'experience', 'meaning', 'suck', 'things', 'worth', 'mentioning', 'would', 'imply', 'boll', 'good', 'work', 'areas', 'film', 'nice', 'boat', 'fighting', 'scenes', 'whole', 'cromedalbino', 'gms', 'squad', 'enters', 'scene', 'everything', 'makes', 'laugh', 'movie', 'far', 'cry', 'reeks', 'scheisse', 's', 'poop', 'simpletons', 'fa', 'r', 'wan', 'na', 'take', 'wiff', 'go', 'ahead', 'btw', 'carver', 'gets', 'annoying', 'sidekick', 'makes', 'wan', 'na', 'shoot', 'first', 'three', 'minutes', 's', 'screen']",negative
"['cast', 'played', 'shakespeare', 'shakespeare', 'lost', 'appreciate', 'trying', 'bring', 'shakespeare', 'masses', 'ruin', 'something', 'good', 'the', 'scottish', 'play', 'favorite', 'shakespeare', 'know', 'know', 'certain', 'rev', 'bowdler', 'hence', 'bowdlerization', 'tried', 'something', 'similar', 'victorian', 'era', 'words', 'improve', 'perfection', 'write', 'write', 'least', 'ten', 'lines', 'text', 'english', 'composition', 'never', 'forte', 'keep', 'going', 'say', 'movie', 'saying', 'goes', 'cut']",negative
"['fantastic', 'movie', 'three', 'prisoners', 'become', 'famous', 'one', 'actors', 'george', 'clooney', 'm', 'fan', 'roll', 'bad', 'another', 'good', 'thing', 'movie', 'soundtrack', 'man', 'constant', 'sorrow', 'recommand', 'movie', 'everybody', 'greetings', 'bart']",positive
"['kind', 'drawn', 'erotic', 'scenes', 'realize', 'one', 'amateurish', 'unbelievable', 'bits', 'film', 've', 'ever', 'seen', 'sort', 'like', 'high', 'school', 'film', 'project', 'rosanna', 'arquette', 'thinking', 'stock', 'characters', 'bizarre', 'supposed', 'midwest', 'town', 'pretty', 'hard', 'get', 'involved', 'one', 'lessons', 'learned', 'brilliant', 'insights', 'stilted', 'quite', 'ridiculous', 'lots', 'skin', 'intrigues', 'videotaped', 'nonsense', 'bisexual', 'relationship', 'nowhere', 'heterosexual', 'encounters', 'absurd', 'dance', 'everybody', 'playing', 'stereotyped', 'roles', 'give', 'one', 'pass', 's', 'like', 'million', 'miles', 'bad', 'wasted', 'film', 'money', 'could', 'spent', 'starving', 'children', 'aids', 'africa']",negative
"['films', 'simply', 'remade', 'one', 'bad', 'film', 'fails', 'capture', 'flavor', 'terror', '1963', 'film', 'title', 'liam', 'neeson', 'excellent', 'always', 'cast', 'holds', 'exception', 'owen', 'wilson', 'bring', 'right', 'feel', 'character', 'luke', 'major', 'fault', 'version', 'strayed', 'far', 'shirley', 'jackson', 'story', 's', 'attempts', 'grandiose', 'lost', 'thrill', 'earlier', 'film', 'trade', 'snazzier', 'special', 'effects', 'say', 'bad', 'film', 'enjoy', 'friction', 'terror', 'older', 'version', 'much']",positive
"['movie', 'made', 'one', 'top', '10', 'awful', 'movies', 'horrible', 'continuous', 'minute', 'fight', 'one', 'monster', 'another', 'chance', 'character', 'development', 'busy', 'running', 'one', 'sword', 'fight', 'another', 'emotional', 'attachment', 'except', 'big', 'bad', 'machine', 'wanted', 'destroy', 'scenes', 'blatantly', 'stolen', 'movies', 'lotr', 'star', 'wars', 'matrix', 'examples', 'ghost', 'scene', 'end', 'stolen', 'final', 'scene', 'old', 'star', 'wars', 'yoda', 'obee', 'one', 'vader', 'spider', 'machine', 'beginning', 'exactly', 'like', 'frodo', 'attacked', 'spider', 'return', 'kings', 'elijah', 'wood', 'victim', 'films', 'wait', 'hypnotizes', 'stings', 'victim', 'wraps', 'uh', 'hello', 'whole', 'machine', 'vs', 'humans', 'theme', 'matrix', 'terminator', 'examples', 'waste', 'time', 'someone', 'tell', 'nazi', 's', 'nazi', 's', 'juvenile', 'story', 'line', 'rushed', 'juvenile', 'conclusion', 'movie', 'could', 'decide', 'children', 's', 'movie', 'adult', 'movie', 'much', 'either', 'awful', 'real', 'disappointment', 'say', 'least', 'save', 'money']",negative
"['remember', 'film', 'first', 'film', 'watched', 'cinema', 'picture', 'dark', 'places', 'nervous', 'back', '7475', 'dad', 'took', 'brother', 'sister', 'newbury', 'cinema', 'newbury', 'berkshire', 'england', 'recall', 'tigers', 'lots', 'snow', 'film', 'also', 'appearance', 'grizzly', 'adams', 'actor', 'dan', 'haggery', 'think', 'one', 'tigers', 'gets', 'shot', 'dies', 'anyone', 'knows', 'find', 'dvd', 'etc', 'please', 'let', 'knowthe', 'cinema', 'turned', 'fitness', 'club', 'big', 'shame', 'nearest', 'cinema', '20', 'miles', 'away', 'would', 'love', 'hear', 'others', 'seen', 'film', 'like']",positive
"['awful', 'film', 'must', 'real', 'stinkers', 'nominated', 'golden', 'globe', 've', 'taken', 'story', 'first', 'famous', 'female', 'renaissance', 'painter', 'mangled', 'beyond', 'recognition', 'complaint', 've', 'taken', 'liberties', 'facts', 'story', 'good', 'would', 'perfectly', 'fine', 's', 'simply', 'bizarre', 'accounts', 'true', 'story', 'artist', 'would', 'made', 'far', 'better', 'film', 'come', 'dishwaterdull', 'script', 'suppose', 'enough', 'naked', 'people', 'factual', 'version', 's', 'hurriedly', 'capped', 'end', 'summary', 'artist', 's', 'life', 'could', 'saved', 'couple', 'hours', 'd', 'favored', 'rest', 'film', 'brevity']",negative
"['success', 'die', 'hard', 's', 'sequels', 's', 'surprise', 'really', '1990s', 'glut', 'die', 'hard', 'movies', 'cashed', 'wrong', 'guy', 'wrong', 'place', 'wrong', 'time', 'concept', 'cliffhanger', 'die', 'hard', 'mountain', 'time', 'rescue', 'sly', 'stop', 'mom', 'shoot', 'stallone', 's', 'career', 'cliffhanger', 'one', 'big', 'nitpickers', 'dream', 'especially', 'expert', 'mountain', 'climbing', 'basejumping', 'aviation', 'facial', 'expressions', 'acting', 'skills', 's', 'full', 'excuses', 'dismiss', 'film', 'one', 'overblown', 'pile', 'junk', 'stallone', 'even', 'managed', 'get', 'outacted', 'horse', 'however', 'forget', 'nonsense', 's', 'actually', 'lovable', 'undeniably', 'entertaining', 'romp', 'delivers', 'plenty', 'thrills', 'unintentionally', 'plenty', 'laughs', 've', 'got', 'love', 'john', 'lithgows', 'sneery', 'evilness', 'tick', 'every', 'box', 'band', 'baddies', 'best', 'permanently', 'harassed', 'hapless', 'turncoat', 'agent', 'rex', 'linn', 'travers', 'may', 'henry', 'portrait', 'serial', 'killer', 'michael', 'rooker', 'noteworthy', 'cringeworthy', 'performance', 'hal', 'insists', 'constantly', 'shrieking', 'painful', 'disbelief', 'captors', 'that', 'man', 'never', 'hurt', 'anybody', 'whilst', 'surely', 'ca', 'really', 'look', 'like', 'ralph', 'waite', 's', 'frank', 'character', 'grinning', 'girl', 'plummets', 'death', 'mention', 'must', 'go', 'former', 'london', 's', 'burning', 'actor', 'craig', 'fairbrass', 'brit', 'bad', 'guy', 'comes', 'cropper', 'whilst', 'using', 'hal', 'human', 'football', 'yes', 'ca', 'help', 'enjoy', 'bit', 'hal', 'needed', 'good', 'kicking', 'forget', 'better', 'judgement', 'cares', 'that', 'could', 'never', 'happen', 'lower', 'acting', 'expectations', 'turn', 'volume', 'enjoy', 're', 'looking', 'qaulen', 's', 'one', 'wearing', 'helicopter']",positive
"['terrible', 'misfortune', 'view', 'bmovie', 's', 'entirety', 'say', 'save', 'time', 'money', 'got', 'worst', 'bmovie', 'time', 'even', 'called', 'bmovie', 'like', 'fmovie', 'fails', 'aspects', 'make', 'good', 'movie', 'story', 'interesting', 'actors', 'paperthin', 'believable', 'bad', 'direction', 'action', 'sequences', 'fake', 's', 'almost', 'funny', 'almost', 'movie', 'packed', 'full', 'crappy', 'oneliners', 'respectable', 'person', 'could', 'find', 'amusing', 'least', 'little', 'bit', 'movie', 'supposed', 'geared', 'towards', 'men', 'women', 'utterly', 'unattractive', 'especially', 'old', 'wrinkled', 'thing', 'comes', 'towards', 'end', 'try', 'appear', 'sexy', 'weird', 'horrible', 'costumes', 'fail', 'miserably', 'even', 'ridiculous', 'bmovies', 'still', 'give', 'laughs', 'painful', 'watch']",negative
"['absolutely', 'stunning', 'movie', '25', 'hrs', 'kill', 'watch', 'wo', 'regret', 's', 'much', 'fun', 'rajnikanth', 'carries', 'movie', 'shoulders', 'although', 'anything', 'still', 'liked', 'music', 'arrehman', 'takes', 'time', 'grow', 'heard', 'times', 'really', 'start', 'liking']",positive
"['first', 'let', 's', 'get', 'things', 'straight', 'anime', 'fan', 'always', 'matter', 'fact', 'used', 'watch', 'speed', 'racer', 'time', 'preschool', 'b', 'like', 'several', 'bmovies', 're', 'hilarious', 'c', 'like', 'godzilla', 'movies', 'lot', 'moving', 'movie', 'first', 'comes', 'seems', 'like', 's', 'going', 'usual', 'bmovie', 'crappy', 'fx', 'sudden', 'boom', 'anime', 'comes', 'movie', 'goes', 'wwwaaaaayyyyy', 'downhill', 'animation', 'bad', 'cheap', 'even', 'worse', 'remember', 'speed', 'racer', 'crissakes', 'fact', 's', 'cheap', 'one', 'scenes', 'movie', 'vividly', 'remember', 'bunch', 'kids', 'run', 'school', 's', 'kids', 'fx', 'terrible', 'dinosaurs', 'look', 'worse', 'godzilla', 'addition', 'transition', 'live', 'action', 'animation', 'unorganized', 'dialogue', 'voices', 'especially', 'english', 'dub', 'viewed', 'horrid', 'begging', 'dad', 'take', 'tape', 'dvd', 'vhs', 'player', 'thing', 'kept', 'surviving', 'cracking', 'jokes', 'comments', 'like', 'robots', 'joelmike', 'mst3k', 'pick', 'season', 'honestly', 'way', 'barely', 'enjoy', 'movie', 'survive', 'time', 'heck', 'm', 'planning', 'show', 'another', 'fellow', 'otaku', 'pal', 'mine', 'halloween', 'bmovie', 'night', 's', 'stupid', 'pretty', 'painful', 'watch', 'unintentionally', 'hilarious', 'time', 'm', 'giving', 'movie', '310', 'improvement', '0510', 'originally', 'going', 'give', 'it', 'according', 'grading', 'scale', '310', 'means', 'pretty', 'much', 'boring', 'bad', 'fun', 'counting', 'three', 'unless', 'find', 'way', 'make', 'fun', 'become', 'fun', 'counting', '15']",negative
"['worst', 'movie', 'saw', 'worldfest', 'also', 'received', 'least', 'amount', 'applause', 'afterwards', 'think', 'receiving', 'recognition', 'based', 'amount', 'known', 'actors', 'film', 's', 'great', 'see', 'jbeals', 's', 'movie', 'minutes', 'mparker', 'much', 'better', 'actress', 'part', 'allowed', 'rest', 'acting', 'hard', 'judge', 'movie', 'ridiculous', 'predictable', 'main', 'character', 'totally', 'unsympathetic', 'therefore', 'bore', 'watch', 'real', 'emotional', 'depth', 'story', 'movie', 'revolving', 'actor', 'ca', 'get', 'work', 'feel', 'original', 'development', 'cop', 'feels', 'like', 'one', 'many', 'straighttovideo', 'movies', 'saw', 'back', '90s', 'even', 'good', 'one', 'standards']",negative
"['karen', 'carpenter', 'story', 'shows', 'little', 'singer', 'karen', 'carpenter', 's', 'complex', 'life', 'though', 'fails', 'giving', 'accurate', 'facts', 'details', 'cynthia', 'gibb', 'portrays', 'karen', 'fine', 'election', 'good', 'actress', 'plays', 'naive', 'sort', 'dumb', 'karen', 'carpenter', 'think', 'role', 'needed', 'stronger', 'character', 'someone', 'stronger', 'personality', 'louise', 'fletcher', 'role', 'agnes', 'carpenter', 'terrific', 'great', 'job', 'karen', 's', 'mother', 'great', 'songs', 'could', 'included', 'soundtrack', 'album', 'unfortunately', 'though', 'movie', 'top', 'ratings', 'usa', 'several', 'countries']",positive
"['cell', 'exotic', 'masterpiece', 'dizzying', 'trip', 'vast', 'mind', 'serial', 'killer', 'also', 'one', 'talented', 'director', 'conclusive', 'evidence', 'achieved', 'human', 'beings', 'unleash', 'uninhibited', 'imaginations', 'boldness', 'work', 'pushing', 'aside', 'thoughts', 'fall', 'formulas', 'cliches', 'creating', 'something', 'truly', 'magnificent', 'best', 'movie', 'year', 'date', 've', 'read', 'numerous', 'complaints', 'film', 'anywhere', 'style', 'substance', 'poorly', 'cast', 'characters', 'bad', 'acting', 'negatively', 'criticize', 'film', 'miss', 'point', 'movie', 'may', 'landmark', 'tradition', 'future', 'movies', 'hopefully', 'follow', 'cell', 'opened', 'door', 'another', 'world', 'imagination', 'slam', 'door', 'face', 'tell', 'director', 'tarsem', 'singh', 'want', 'personally', 'would', 'welcome', 'another', 'movie', 'tarsem', 'would', 'love', 'see', 'someone', 'try', 'challenge', 'him', 've', 'heard', 'talk', 'going', 'inside', 'mind', 'serial', 'killer', 'yes', 'agree', 'genre', 'bit', 'overworked', '90s', 'full', 'movies', 'trying', 'depict', 'makes', 'serial', 'killers', 'tick', 'worked', 'failed', 'cell', 'blaze', 'trail', 'given', 'new', 'twist', 'physically', 'transported', 'mind', 'presented', 'nothing', 'less', 'fascinating', 'journey', 'mysterious', 'subject', 'matter', 'ever', 'studied', 'like', 'movie', 'bog', 'us', 'much', 'scientific', 'jargon', 'trying', 'explain', 'jennifer', 'lopez', 'actually', 'gets', 'enter', 'brain', 'another', 'instead', 'lies', 'laboratory', 'table', 'wrapped', 'looks', 'like', 'really', 'long', 'twizzlers', 'jaunted', 'another', 'entity', 'cell', 'wants', 'let', 'see', 's', 's', 'guess', 's', 'people', 'like', 'true', 'like', 'explanations', 'movies', 'movie', 'ventures', 'onto', 'new', 'ground', 'must', 'let', 'desires', 'simply', 'take', 'in', 'noticed', 'film', 'dark', 'showed', 'reality', 'maybe', 'contrast', 'bright', 'visuals', 'inside', 'brain', 'another', 'nonetheless', 'set', 'design', 'simply', 'astonishing', 'would', 'surprised', 'film', 'took', 'home', 'oscars', 'cinematography', 'best', 'costumes', 'best', 'director', 'like', 'd', 'least', 'get', 'nominated', 'best', 'picture', 've', 'noticed', 've', 'kind', 'repeating', 's', 'nothing', 'else', 'say', 'ca', 'stress', 'enough', 'fantastic', 'thought', 'cell', 'walk', 'movie', 'open', 'mind', 'taken', 'wonders', 'eyepopping', 'feast', 'assured', 'good', 'time', 'guess', 'film', 'little', 'much', 'people', 'writing', 'weird', 'crazy', 'much', 'psychology', 'imagination', 'human', 'mind', 'right', 'alley', 'leaving', 'theater', 'heard', 'one', 'audience', 'member', 'say', 'whoever', 'made', 'movie', 'sure', 'lot', 'good', 'drugs', 'want', 'smoking', '4']",positive
"['film', 'tried', 'many', 'things', 'stinging', 'political', 'satire', 'hollywood', 'blockbuster', 'sappy', 'romantic', 'comedy', 'family', 'values', 'promo', 'list', 'goes', 'failed', 'miserably', 'enough', 'interest', 'keep', 'turning', 'end', 'although', 'appreciate', 'spirit', 'behind', 'war', 'inc', 'depresses', 'see', 'clumsy', 'effort', 'especially', 'taken', 'targets', 'reflect', 'lack', 'existence', 'serious', 'critique', 'rather', 'simply', 'poor', 'writing', 'direction', 'production', 'particular', 'film', 'critique', 'made', 'corporatization', 'war', 'poking', 'fun', 'way', 'diminishes', 'true', 'atrocity', 'happening', 'reminds', 'bit', 'three', 'kings', 'similarly', 'trivializes', 'genuine', 'cause', 'concern']",negative
"['movie', 'frustrating', 'everything', 'seemed', 'energetic', 'totally', 'prepared', 'good', 'time', 'least', 'thought', 'd', 'able', 'stand', 'wrong', 'first', 'weird', 'looping', 'like', 'watching', 'america', 's', 'funniest', 'home', 'videos', 'damn', 'parents', 'hated', 'much', 'stereotypical', 'latino', 'family', 'need', 'speak', 'person', 'responsible', 'need', 'talk', 'little', 'girl', 'always', 'hanging', 'someone', 'hated', 'mention', 'final', 'scene', 'transcends', 'must', 'say', 's', 'gloriously', 'bad', 'full', 'badness', 'movie', 'crappy', 'dancing', 'horrible', 'beautiful']",negative
